date,exchange,reserve_btc
2024-03-08,bitfinex,3505.65584411
2024-03-09,binance,40815.75936466
2024-03-09,bitfinex,-5840.20293189
2024-03-09,okx,46248.29803669
2024-03-10,binance,-14921.6457576
2024-03-10,bitfinex,4055.65584411
2024-03-11,binance,46552.83388651
2024-03-11,bitfinex,26009.88622085
2024-03-12,binance,-6765.6189513
2024-03-12,bitfinex,-13361.37458689
2024-03-12,okx,46749.29803669
2024-03-13,binance,46280.27341694
2024-03-13,bitfinex,19206.88411194
2024-03-13,okx,49252.29804215
2024-03-14,binance,44121.57923363
2024-03-14,bitfinex,-12138.58747143
2024-03-14,okx,50253.29804761
2024-03-15,binance,39949.52689974
2024-03-15,bitfinex,30755.74417432
2024-03-16,binance,-19729.28294609
2024-03-16,bitfinex,4855.65584957
2024-03-17,binance,-19111.45843476
2024-03-17,bitfinex,-17994.2434
2024-03-18,binance,-20470.6115729
2024-03-18,bitfinex,-12338.58754443
2024-03-19,binance,-14950.76346143
2024-03-19,bitfinex,-16177.549774
2024-03-19,okx,49253.29804761
2024-03-20,binance,-16948.41635524
2024-03-20,bitfinex,-14439.039394
2024-03-20,okx,48753.29804761
2024-03-21,binance,45705.87620857
2024-03-21,bitfinex,-16171.972117
2024-03-22,binance,41139.03190031
2024-03-22,bitfinex,26000.08833021
2024-03-22,okx,47753.29804761
2024-03-23,binance,-19334.98516793
2024-03-23,bitfinex,26000.08836157
2024-03-23,okx,47753.29805307
2024-03-24,binance,-19717.6848846
2024-03-24,bitfinex,26000.08836703
2024-03-25,binance,39536.08078898
2024-03-25,bitfinex,14283.77207752
2024-03-25,okx,47753.29805853
2024-03-26,binance,-18227.54771535
2024-03-26,bitfinex,5372.01337883
2024-03-26,okx,49106.29805853
2024-03-27,binance,-16292.08704816
2024-03-27,bitfinex,16000.08785862
2024-03-27,okx,49457.29805853
2024-03-28,binance,-16214.67970591
2024-03-28,bitfinex,-4362.01125597
2024-03-28,okx,48607.29805853
2024-03-29,binance,-14855.31988823
2024-03-30,binance,-15790.91458378
2024-03-30,bitfinex,-9801.273911
2024-03-31,binance,-13473.32818404
2024-03-31,bitfinex,-17525.179538
2024-04-01,binance,-15144.95772835
2024-04-01,bitfinex,252.73655383
2024-04-02,binance,42704.94611535
2024-04-02,bitfinex,12000.08844291
2024-04-02,okx,48607.29806399
2024-04-03,binance,-21658.42553746
2024-04-03,bitfinex,-15247.351193
2024-04-03,okx,49108.29806945
2024-04-04,binance,-23577.42332484
2024-04-04,bitfinex,-13973.878833
2024-04-05,binance,-28366.39365605
2024-04-05,bitfinex,-13188.327503
2024-04-06,binance,30840.81207642
2024-04-07,binance,-19887.32522292
2024-04-08,binance,36800.8582027
2024-04-08,bitfinex,-6873.11407501
2024-04-09,binance,-15439.2026185
2024-04-09,bitfinex,-16627.486537
2024-04-10,binance,-15856.41321284
2024-04-11,binance,-16544.1289398
2024-04-12,binance,-13194.13038257
2024-04-12,bitfinex,-16269.274367
2024-04-12,okx,48758.29806945
2024-04-13,binance,41106.63413235
2024-04-14,binance,-10138.09726592
2024-04-14,bitfinex,-15695.979997
2024-04-15,binance,41967.74613337
2024-04-15,okx,48258.29806945
2024-04-16,binance,-9271.94992641
2024-04-17,binance,40381.3170023
2024-04-17,bitfinex,-11441.61041755
2024-04-18,binance,56159.86503179
2024-04-18,bitfinex,-17090.510291
2024-04-19,binance,-16044.6892349
2024-04-19,bitfinex,12000.08844837
2024-04-20,binance,-16716.71772637
2024-04-20,bitfinex,12000.08847501
2024-04-21,binance,-17167.13661077
2024-04-22,binance,-21121.20073625
2024-04-23,binance,-23559.42599967
2024-04-24,binance,58822.59230723
2024-04-24,bitfinex,5754.37110437
2024-04-24,okx,48258.29807491
2024-04-25,binance,57721.01427971
2024-04-25,okx,48258.29808583
2024-04-26,binance,54292.25539091
2024-04-26,bitfinex,5754.37110983
2024-04-27,binance,57510.48083559
2024-04-27,bitfinex,12000.08848047
2024-04-27,okx,48258.29809129
2024-04-28,binance,-13375.06042716
2024-04-28,bitfinex,-16675.832501
2024-04-28,okx,48258.29810129
2024-04-29,binance,58990.68185006
2024-04-29,bitfinex,-9623.16574577
2024-04-29,okx,48258.29811221
2024-04-30,binance,-9567.80392203
2024-04-30,bitfinex,-14515.813111
2024-05-01,binance,-9950.49086453
2024-05-01,bitfinex,-8620.92778577
2024-05-02,binance,64284.93277505
2024-05-02,bitfinex,-11916.062231
2024-05-03,binance,-20057.07723154
2024-05-03,bitfinex,6173.64724536
2024-05-04,binance,-21915.08970717
2024-05-04,okx,48759.29811221
2024-05-05,binance,-20686.45143099
2024-05-05,bitfinex,-10358.649751
2024-05-06,binance,-21804.20791649
2024-05-06,bitfinex,-10079.994461
2024-05-07,binance,-21094.14545211
2024-05-07,bitfinex,-9950.314231
2024-05-08,binance,-21341.76514845
2024-05-08,bitfinex,12000.08860822
2024-05-09,binance,-24984.4074231
2024-05-09,bitfinex,-9269.476261
2024-05-10,binance,-21250.50016108
2024-05-10,okx,48758.88811221
2024-05-11,binance,-23187.69281224
2024-05-12,binance,61016.36221378
2024-05-12,bitfinex,12000.08861368
2024-05-12,okx,48758.88811767
2024-05-13,binance,62056.04989445
2024-05-14,binance,-19418.7394801
2024-05-14,bitfinex,4253.69771589
2024-05-15,binance,-28094.01153133
2024-05-15,bitfinex,12000.08864368
2024-05-16,binance,-26291.95462568
2024-05-16,bitfinex,-19699.47624954
2024-05-17,binance,-22629.71503267
2024-05-17,okx,48759.88811767
2024-05-18,binance,-22725.78282933
2024-05-18,okx,48259.88811767
2024-05-19,binance,-22055.81645891
2024-05-20,binance,-24641.92363075
2024-05-20,okx,47759.88811767
2024-05-21,binance,-17220.7408485
2024-05-21,bitfinex,-2981.28954965
2024-05-22,binance,-22446.44851005
2024-05-22,bitfinex,11440.20961949
2024-05-22,okx,46759.88811767
2024-05-23,binance,-17355.78167833
2024-05-23,bitfinex,-2647.45783554
2024-05-24,binance,64019.72666885
2024-05-24,bitfinex,-11826.45748954
2024-05-24,okx,46259.88811767
2024-05-25,binance,64130.37265109
2024-05-25,bitfinex,35.71769446
2024-05-26,binance,-18938.48540168
2024-05-26,bitfinex,569.68172446
2024-05-27,binance,-19010.1917609
2024-05-27,bitfinex,1676.67524446
2024-05-28,binance,-17965.58423492
2024-05-28,bitfinex,2092.82364446
2024-05-29,binance,-14253.5682333
2024-05-29,bitfinex,2244.71280446
2024-05-29,okx,44709.88811767
2024-05-30,binance,-18278.76909656
2024-05-30,bitfinex,12000.08874914
2024-05-30,okx,44860.88811767
2024-05-31,binance,-17449.68890972
2024-06-01,binance,-14698.97203767
2024-06-01,bitfinex,5303.69771589
2024-06-01,okx,44360.88811767
2024-06-02,binance,-15939.02040242
2024-06-03,binance,-17822.7457683
2024-06-03,bitfinex,7914.61130035
2024-06-04,binance,-21153.24441814
2024-06-04,bitfinex,8018.24679483
2024-06-04,okx,44010.88811767
2024-06-05,binance,-25339.700271
2024-06-05,okx,43010.88811767
2024-06-06,binance,-21794.14263817
2024-06-07,binance,-27234.44837051
2024-06-08,binance,-18126.85429741
2024-06-09,binance,-16926.03428266
2024-06-10,binance,-15884.49974546
2024-06-11,binance,-14562.47593019
2024-06-12,binance,68140.04567984
2024-06-13,binance,-16113.08384571
2024-06-14,binance,-13494.88780286
2024-06-15,binance,-11695.61499697
2024-06-15,okx,42660.88811767
2024-06-16,binance,-13681.14106402
2024-06-16,bitfinex,2914.43666446
2024-06-17,binance,-11838.94146522
2024-06-17,bitfinex,3800.39066446
2024-06-18,binance,-10369.37607256
2024-06-18,bitfinex,-6775.46339954
2024-06-19,binance,-14110.9589686
2024-06-19,bitfinex,4634.92688446
2024-06-20,binance,-13064.46867732
2024-06-20,bitfinex,5053.99193446
2024-06-20,okx,42160.88811767
2024-06-21,binance,-14240.52100926
2024-06-21,bitfinex,53.982038
2024-06-22,binance,-11825.52303795
2024-06-23,binance,-11757.23719478
2024-06-24,binance,-5810.96004218
2024-06-24,bitfinex,5053.13424037
2024-06-25,binance,-6799.34168673
2024-06-26,binance,-3471.62071658
2024-06-27,binance,82704.80645128
2024-06-28,binance,-11487.69177202
2024-06-28,bitfinex,318.207488
2024-06-29,binance,87073.01029429
2024-06-29,bitfinex,737.975408
2024-06-30,binance,-16694.46911173
2024-07-01,binance,-15912.91641149
2024-07-02,binance,91100.48121317
2024-07-03,binance,-11566.13032671
2024-07-04,binance,96793.57129676
2024-07-05,binance,93141.16146322
2024-07-05,bitfinex,9107.47862837
2024-07-06,binance,91829.64451071
2024-07-06,bitfinex,5305.03625346
2024-07-07,binance,-19993.40527885
2024-07-07,bitfinex,5405.69737346
2024-07-08,binance,95178.60052929
2024-07-08,bitfinex,22845.79603973
2024-07-09,binance,96984.2033728
2024-07-09,bitfinex,7300.14746892
2024-07-10,binance,-15504.97985175
2024-07-10,bitfinex,7613.16098892
2024-07-11,binance,-12458.8513083
2024-07-11,bitfinex,7865.75765892
2024-07-12,binance,98790.22329191
2024-07-12,bitfinex,7994.13292892
2024-07-13,binance,-21120.57816804
2024-07-13,bitfinex,12000.0887646
2024-07-14,binance,-19850.36140808
2024-07-14,bitfinex,8204.24352892
2024-07-15,binance,-24373.8198432
2024-07-15,bitfinex,8306.47652892
2024-07-16,binance,-21753.12788612
2024-07-16,bitfinex,9076.27550892
2024-07-17,binance,-20228.68008589
2024-07-17,bitfinex,9076.27565568
2024-07-17,okx,42160.90041767
2024-07-18,binance,-20705.43970638
2024-07-19,binance,-25247.01313204
2024-07-20,binance,-22092.59483653
2024-07-21,binance,-25467.0105395
2024-07-22,binance,-24038.36660294
2024-07-23,binance,98119.2704889
2024-07-23,bitfinex,12000.08877007
2024-07-23,okx,42511.90042314
2024-07-24,binance,-17024.17571872
2024-07-25,binance,110906.07213287
2024-07-26,binance,-24408.44892036
2024-07-26,bitfinex,12000.08877553
2024-07-27,binance,-24317.14344699
2024-07-28,binance,-23881.73507527
2024-07-29,binance,106388.93276511
2024-07-29,bitfinex,19504.36200673
2024-07-29,okx,42011.90042314
2024-07-30,binance,-19429.41280114
2024-07-30,bitfinex,12000.08894565
2024-07-31,binance,-20113.91865853
2024-07-31,bitfinex,19504.36204495
2024-07-31,okx,42011.9004659
2024-08-01,binance,-17516.8178779
2024-08-01,bitfinex,15146.51962157
2024-08-02,binance,-15441.14014788
2024-08-02,bitfinex,12000.08895987
2024-08-02,okx,42011.90048228
2024-08-03,binance,-13999.9938715
2024-08-03,bitfinex,12000.08897079
2024-08-04,binance,-13603.3413591
2024-08-04,bitfinex,12000.08898171
2024-08-05,binance,-9680.15366369
2024-08-05,bitfinex,3552.52898621
2024-08-05,okx,41511.90048228
2024-08-06,binance,-12160.47464906
2024-08-07,binance,-12175.0260487
2024-08-08,binance,-11607.59805932
2024-08-09,binance,119742.39601769
2024-08-09,okx,41161.90048228
2024-08-10,binance,-20702.13247021
2024-08-10,okx,41662.90048228
2024-08-11,binance,-21027.02593567
2024-08-11,bitfinex,12000.08898717
2024-08-11,okx,41662.90048774
2024-08-12,binance,-17741.93190101
2024-08-13,binance,-19587.70231465
2024-08-13,bitfinex,12000.08899263
2024-08-14,binance,-20980.55573476
2024-08-14,bitfinex,12000.08899809
2024-08-15,binance,-25698.84734605
2024-08-16,binance,116062.77787586
2024-08-16,bitfinex,12000.08901231
2024-08-17,binance,-22210.91361554
2024-08-17,bitfinex,12000.08901777
2024-08-18,binance,119483.02262325
2024-08-18,bitfinex,12000.08903745
2024-08-18,okx,41662.90049321
2024-08-19,binance,-21815.42354664
2024-08-20,binance,-22436.00945837
2024-08-20,bitfinex,12000.08904291
2024-08-21,binance,-25198.94828487
2024-08-22,binance,-25440.86534098
2024-08-23,binance,111981.48052394
2024-08-23,bitfinex,15552.06065274
2024-08-24,binance,113718.2776081
2024-08-24,bitfinex,12000.08906259
2024-08-25,binance,-28482.35296919
2024-08-25,bitfinex,3146.43067046
2024-08-25,okx,41662.90049867
2024-08-26,binance,-27944.03502153
2024-08-27,binance,113735.88845203
2024-08-28,binance,114811.3076906
2024-08-28,bitfinex,11646.51972205
2024-08-29,binance,-20139.39121384
2024-08-29,bitfinex,12000.08907351
2024-08-29,okx,41662.90050413
2024-08-30,binance,-19126.45542592
2024-08-30,bitfinex,12000.08907897
2024-08-31,binance,116764.24661857
2024-08-31,bitfinex,11646.51974389
2024-09-01,binance,-16913.54850537
2024-09-01,bitfinex,-353.56933508
2024-09-02,binance,-16677.2365865
2024-09-02,bitfinex,300.98820492
2024-09-03,binance,-14139.63267859
2024-09-03,bitfinex,4184.60969589
2024-09-04,binance,-14726.88264079
2024-09-05,binance,-12387.41367382
2024-09-05,okx,41662.90051413
2024-09-06,binance,124391.45408305
2024-09-06,bitfinex,1770.33066492
2024-09-07,binance,-18955.30676846
2024-09-07,bitfinex,2259.77385492
2024-09-08,binance,-20037.15746716
2024-09-08,bitfinex,2471.29786492
2024-09-09,binance,-23005.73486626
2024-09-09,bitfinex,2598.12069492
2024-09-10,binance,-24750.07299893
2024-09-11,binance,-26002.44197307
2024-09-11,okx,41662.90051959
2024-09-12,binance,-27240.04820549
2024-09-13,binance,-23638.1974306
2024-09-14,binance,-25022.75346737
2024-09-15,binance,-24565.15184391
2024-09-16,binance,-21619.47498792
2024-09-16,bitfinex,-401.879465
2024-09-17,binance,-23280.78336031
2024-09-17,bitfinex,12000.08912959
2024-09-17,okx,43663.90051959
2024-09-18,binance,121135.47698709
2024-09-19,binance,-21928.19291247
2024-09-20,binance,-21490.65404636
2024-09-20,bitfinex,15801.58131608
2024-09-20,okx,45904.60051959
2024-09-21,binance,-20093.79651007
2024-09-22,binance,-20097.05813871
2024-09-22,okx,46255.60051959
2024-09-23,binance,-17420.59394698
2024-09-24,binance,119825.30160752
2024-09-25,binance,-23365.32994556
2024-09-26,binance,117708.40324234
2024-09-26,bitfinex,11598.20974241
2024-09-27,binance,-28043.00557055
2024-09-27,bitfinex,4051.49212643
2024-09-28,binance,-23413.52089949
2024-09-28,bitfinex,-3601.8795
2024-09-29,binance,-23132.28681571
2024-09-29,bitfinex,-3601.879485
2024-09-30,binance,-19709.36711591
2024-09-30,okx,45755.60051959
2024-10-01,binance,126734.52761553
2024-10-01,bitfinex,4051.49213189
2024-10-01,okx,45755.60052505
2024-10-02,binance,-16527.03551396
2024-10-02,bitfinex,-3601.87947
2024-10-03,binance,127230.01985628
2024-10-03,bitfinex,-6601.879497
2024-10-03,okx,45755.60057505
2024-10-04,binance,-17132.11726986
2024-10-05,binance,-18296.4105242
2024-10-06,binance,-18756.66567204
2024-10-06,bitfinex,12000.08924511
2024-10-07,binance,-18788.60834183
2024-10-07,bitfinex,-10101.879515
2024-10-08,binance,-17036.20853986
2024-10-09,binance,-14630.79671312
2024-10-10,binance,-14944.69396509
2024-10-11,binance,123434.24998937
2024-10-12,binance,-20932.9470414
2024-10-13,binance,-21250.97193882
2024-10-14,binance,-19234.69146754
2024-10-15,binance,-21378.19961944
2024-10-15,bitfinex,4051.03113809
2024-10-16,binance,-22417.62850833
2024-10-16,bitfinex,-9630.650075
2024-10-17,binance,-19269.30274219
2024-10-18,binance,-23252.60292961
2024-10-18,okx,45255.60057505
2024-10-19,binance,-22581.62648137
2024-10-19,bitfinex,-12630.650179
2024-10-20,binance,-22722.0603469
2024-10-21,binance,121652.1752096
2024-10-22,binance,-20861.48437206
2024-10-23,binance,-20538.65551773
2024-10-24,binance,-22231.87925851
2024-10-25,binance,-24696.19514048
2024-10-26,binance,-23814.51907054
2024-10-27,binance,-19848.88904064
2024-10-27,bitfinex,-12630.65017354
2024-10-28,binance,-23687.96212327
2024-10-28,okx,42405.60057505
2024-10-29,binance,123488.88079532
2024-10-29,bitfinex,-16630.650204
2024-10-29,okx,41257.60057505
2024-10-30,binance,-24276.01695591
2024-10-31,binance,-20515.11351535
2024-11-01,binance,-18135.48504738
2024-11-02,binance,-18562.61891222
2024-11-03,binance,-16182.07550671
2024-11-04,binance,-12887.16545351
2024-11-04,bitfinex,-16045.8065864
2024-11-05,binance,-12732.95933816
2024-11-05,okx,42760.60057505
2024-11-06,binance,121117.79516031
2024-11-06,bitfinex,-5853.57620366
2024-11-06,okx,41260.60058051
2024-11-07,binance,-23292.93780367
2024-11-08,binance,-20633.06555967
2024-11-08,bitfinex,-9873.387441
2024-11-09,binance,-17048.2746406
2024-11-10,binance,-14956.78237747
2024-11-11,binance,-12357.77025386
2024-11-11,okx,41611.60058051
2024-11-12,binance,130274.49916495
2024-11-12,bitfinex,-12873.387529
2024-11-13,binance,-19611.32413107
2024-11-13,bitfinex,4500.5230546
2024-11-14,binance,-15688.27946263
2024-11-15,binance,-13957.01122377
2024-11-15,bitfinex,-15873.387811
2024-11-16,binance,-13993.56894596
2024-11-17,binance,139022.54251883
2024-11-17,bitfinex,4750.5230546
2024-11-18,binance,-9895.102729
2024-11-19,binance,97530.85593553
2024-11-20,binance,89012.58363342
2024-11-20,bitfinex,0.0891882
2024-11-20,okx,41111.60058051
2024-11-21,binance,-14473.23115179
2024-11-21,bitfinex,-15542.09760331
2024-11-22,binance,-20393.06252603
2024-11-22,okx,39111.60058051
2024-11-23,binance,93339.60204788
2024-11-23,bitfinex,-23419.12900752
2024-11-23,okx,40964.60058051
2024-11-24,binance,-7909.23906665
2024-11-24,bitfinex,-11181.006823
2024-11-24,okx,41315.60058051
2024-11-25,binance,97266.51928926
2024-11-25,bitfinex,-18076.02041446
2024-11-25,okx,41315.60058591
2024-11-26,binance,100491.41883576
2024-11-26,bitfinex,-9599.258733
2024-11-27,binance,-11139.76815137
2024-11-27,bitfinex,-8415.387683
2024-11-28,binance,-11425.73753548
2024-11-28,bitfinex,-2645.576553
2024-11-29,binance,-12670.42064071
2024-11-29,bitfinex,-7490.719773
2024-11-30,binance,-14967.65100811
2024-11-30,bitfinex,-1461.514133
2024-12-01,binance,-15597.74552169
2024-12-01,bitfinex,-4437.530233
2024-12-02,binance,-13115.67172341
2024-12-02,bitfinex,-954.345853
2024-12-03,binance,88570.414187
2024-12-03,bitfinex,2526.628687
2024-12-03,okx,41315.6576787
2024-12-04,binance,-18247.85042784
2024-12-04,bitfinex,4491.258317
2024-12-05,binance,-17977.81377907
2024-12-05,bitfinex,5294.690817
2024-12-06,binance,-18008.68026013
2024-12-06,bitfinex,6241.873507
2024-12-06,okx,41666.6576787
2024-12-07,binance,86930.53260002
2024-12-07,bitfinex,1772.012861
2024-12-08,binance,-13305.24613736
2024-12-08,bitfinex,14722.088047
2024-12-08,okx,41166.6576787
2024-12-09,binance,-17333.58562558
2024-12-09,bitfinex,9032.594697
2024-12-10,binance,-19162.18936254
2024-12-10,bitfinex,5799.98769211
2024-12-11,binance,-22912.75511754
2024-12-12,binance,-20872.80678882
2024-12-12,bitfinex,-11999.90905508
2024-12-13,binance,-27149.96803698
2024-12-13,okx,40166.6576787
2024-12-14,binance,-16584.45020736
2024-12-15,binance,-17169.78232726
2024-12-16,binance,80618.811709
2024-12-16,bitfinex,-5139.54691141
2024-12-17,binance,-23118.03595429
2024-12-17,bitfinex,8995.26414821
2024-12-18,binance,-22740.36479319
2024-12-19,binance,-15409.21424883
2024-12-19,bitfinex,3245.383519
2024-12-20,binance,90407.29816117
2024-12-20,bitfinex,4167.11300446
2024-12-20,okx,40166.65768416
2024-12-21,binance,90004.3383963
2024-12-21,bitfinex,-11999.90904172
2024-12-22,binance,-11115.5341728
2024-12-23,binance,-8900.04368707
2024-12-23,okx,39666.65768416
2024-12-24,binance,-10282.64957581
2024-12-25,binance,-10209.97829814
2024-12-25,bitfinex,4167.11300993
2024-12-25,okx,39666.65768963
2024-12-26,binance,92632.5612054
2024-12-26,bitfinex,-11999.90903626
2024-12-26,okx,39666.65769509
2024-12-27,binance,-7874.09058317
2024-12-27,bitfinex,6149.98789468
2024-12-28,binance,93329.47738329
2024-12-28,okx,40017.65769509
2024-12-29,binance,-9073.05958458
2024-12-30,binance,94275.55113712
2024-12-30,bitfinex,-15702.9886478
2024-12-30,okx,40017.65770055
2024-12-31,binance,-7548.17201052
2024-12-31,bitfinex,-10883.99998853
2024-12-31,okx,39667.65770055
2025-01-01,binance,-4690.02780452
2025-01-02,binance,93719.21234182
2025-01-02,bitfinex,-15702.98863688
2025-01-03,binance,-11033.53131736
2025-01-03,bitfinex,6149.32662677
2025-01-04,binance,-11132.18337209
2025-01-05,binance,-9483.21604374
2025-01-06,binance,-16492.40866991
2025-01-07,binance,-17876.76360843
2025-01-08,binance,85591.69379425
2025-01-09,binance,85341.32736143
2025-01-09,bitfinex,-15597.75046596
2025-01-09,okx,39667.65770601
2025-01-10,binance,85833.716636
2025-01-10,bitfinex,-14978.3534105
2025-01-11,binance,85787.1649437
2025-01-11,bitfinex,-11999.90900896
2025-01-12,binance,-14917.85861745
2025-01-12,bitfinex,-7713.11773984
2025-01-13,binance,-13367.07036026
2025-01-13,bitfinex,-2080.34171008
2025-01-14,binance,-17122.08126969
2025-01-14,bitfinex,-1964.18709462
2025-01-15,binance,-18746.7937619
2025-01-15,bitfinex,-1639.16831462
2025-01-16,binance,-18293.0382806
2025-01-16,okx,40018.65770601
2025-01-17,binance,-22208.80860619
2025-01-17,bitfinex,5097.71136815
2025-01-18,binance,81602.47577489
2025-01-19,binance,84294.54164238
2025-01-20,binance,-17252.19583032
2025-01-21,binance,-17491.93347962
2025-01-22,binance,-17936.36885162
2025-01-23,binance,-22197.43006623
2025-01-23,bitfinex,-851.61525916
2025-01-24,binance,-22271.89766809
2025-01-25,binance,-18862.60490112
2025-01-26,binance,-18910.02380156
2025-01-27,binance,-18860.30833078
2025-01-27,bitfinex,-851.61525316
2025-01-28,binance,-19523.1551857
2025-01-28,bitfinex,-3851.615396
2025-01-29,binance,-20671.90194457
2025-01-30,binance,-20529.60916584
2025-01-31,binance,-19365.80308982
2025-01-31,bitfinex,-11028.99998253
2025-02-01,binance,-21132.30320449
2025-02-02,binance,-18632.48412841
2025-02-03,binance,-18212.00959657
2025-02-03,okx,39668.65770601
2025-02-04,binance,-21118.51058929
2025-02-05,binance,82717.58093943
2025-02-06,binance,-16696.32719745
2025-02-07,binance,-18802.79478695
2025-02-07,bitfinex,5948.64536181
2025-02-08,binance,-14906.0485849
2025-02-09,binance,-14737.01088572
2025-02-10,binance,-15722.80376734
2025-02-11,binance,-16040.08074202
2025-02-12,binance,-14269.13144137
2025-02-12,bitfinex,-2989.627326
2025-02-13,binance,-12327.25865848
2025-02-13,bitfinex,-2884.785076
2025-02-14,binance,85907.36935138
2025-02-14,bitfinex,-13896.6009795
2025-02-14,okx,39668.65771147
2025-02-15,binance,-16774.39470622
2025-02-16,binance,87754.85496195
2025-02-16,bitfinex,-11999.90899804
2025-02-17,binance,-13474.38786847
2025-02-18,binance,-12313.92632699
2025-02-19,binance,-12328.32602496
2025-02-19,bitfinex,-1577.218016
2025-02-20,binance,87019.68830454
2025-02-21,binance,-23053.93783396
2025-02-22,binance,-17811.34795395
2025-02-23,binance,-17511.34790281
2025-02-24,binance,-17419.28028378
2025-02-24,bitfinex,-1374.018766
2025-02-25,binance,101308.16753801
2025-02-25,bitfinex,-6118.14528947
2025-02-26,binance,-16535.89645545
2025-02-26,bitfinex,-11715.43834082
2025-02-26,okx,39668.65771693
2025-02-27,binance,-15187.44156962
2025-02-27,bitfinex,5598.69179081
2025-02-28,binance,-16120.55786662
2025-02-28,bitfinex,1766.43223446
2025-03-01,binance,-19190.24665522
2025-03-02,binance,-22120.14315095
2025-03-02,okx,40019.65771693
2025-03-03,binance,-15263.92610311
2025-03-03,okx,40370.65771693
2025-03-04,binance,-13470.12766199
2025-03-04,bitfinex,4948.04233641
2025-03-05,binance,-13159.40381397
2025-03-06,binance,-12325.56608609
2025-03-07,binance,-10442.61293109
2025-03-08,binance,-10645.88033043
2025-03-09,binance,-12604.37807055
2025-03-10,binance,110537.14017987
2025-03-11,binance,109319.51290475
2025-03-11,bitfinex,-10038.9508699
2025-03-12,binance,-13885.69184297
2025-03-12,bitfinex,5957.79609446
2025-03-12,okx,40370.65772239
2025-03-13,binance,-12970.95172567
2025-03-13,bitfinex,6060.91387446
2025-03-14,binance,-14111.94472141
2025-03-14,bitfinex,6422.01622446
2025-03-14,okx,40571.65772239
2025-03-15,binance,-14586.56955966
2025-03-16,binance,109503.88129757
2025-03-16,bitfinex,-11999.90896226
2025-03-17,binance,112393.96305895
2025-03-18,binance,-13401.1842519
2025-03-18,bitfinex,-5159.05608234
2025-03-19,binance,-17498.07035849
2025-03-19,bitfinex,6942.70584446
2025-03-20,binance,-17155.71994338
2025-03-21,binance,108868.0232671
2025-03-21,bitfinex,-11999.90895134
2025-03-22,binance,-15443.81400471
2025-03-23,binance,-18286.85262713
2025-03-23,bitfinex,-11999.90894588
2025-03-24,binance,-24192.76807459
2025-03-25,binance,-22142.692947
2025-03-25,bitfinex,-13438.09443554
2025-03-26,binance,-20099.34966251
2025-03-27,binance,-20758.98430295
2025-03-28,binance,-15660.02222344
2025-03-28,bitfinex,-11999.90894042
2025-03-28,okx,40221.65772239
2025-03-29,binance,-14966.81559645
2025-03-30,binance,-15042.96266974
2025-03-30,okx,40221.65794579
2025-03-31,binance,-14165.14930399
2025-03-31,bitfinex,-14806.533585
2025-04-01,binance,-13956.04157008
2025-04-02,binance,107715.76151435
2025-04-02,bitfinex,-7052.45225852
2025-04-03,binance,115832.47727519
2025-04-03,okx,39871.65794579
2025-04-04,binance,-17531.29508979
2025-04-05,binance,-17207.02419962
2025-04-06,binance,-16382.60621874
2025-04-06,bitfinex,-17806.533591
2025-04-07,binance,-12683.73448129
2025-04-07,bitfinex,3947.45667635
2025-04-08,binance,-7771.08811109
2025-04-08,okx,40222.66794579
2025-04-09,binance,-11008.73277241
2025-04-09,okx,40573.66905579
2025-04-10,binance,-9167.8051005
2025-04-10,bitfinex,-11999.90884171
2025-04-11,binance,122483.80238253
2025-04-11,bitfinex,-29806.44240541
2025-04-11,okx,40573.66906671
2025-04-12,binance,-8019.36237859
2025-04-13,binance,125083.59132004
2025-04-13,bitfinex,-11999.90881987
2025-04-14,binance,-9286.1151457
2025-04-14,okx,40573.66830171
2025-04-15,binance,-8814.22053509
2025-04-15,okx,40073.66830171
2025-04-16,binance,-10208.67470971
2025-04-16,bitfinex,-20072.11301
2025-04-16,okx,40573.66830171
2025-04-17,binance,-10000.45794315
2025-04-17,bitfinex,-16999.90936117
2025-04-17,okx,40924.66830171
2025-04-18,binance,121129.73280299
2025-04-18,bitfinex,-16999.90935571
2025-04-18,okx,41176.66860161
2025-04-19,binance,-11194.43473047
2025-04-20,binance,-11349.45680522
2025-04-20,okx,41227.66860161
2025-04-21,binance,120587.50973029
2025-04-21,okx,41428.66860161
2025-04-22,binance,114038.54990225
2025-04-22,okx,41629.66860161
2025-04-23,binance,-22521.66502827
2025-04-23,bitfinex,-41468.75360817
2025-04-24,binance,-21753.6235199
2025-04-24,bitfinex,-12044.78649
2025-04-25,binance,108729.09525405
2025-04-25,okx,41279.66860161
2025-04-26,binance,-19014.96992881
2025-04-27,binance,-18513.24962511
2025-04-27,bitfinex,-28999.9093727
2025-04-28,binance,-18215.42878031
2025-04-28,okx,41280.66860161
2025-04-29,binance,-18282.92824819
2025-04-30,binance,-18004.61051582
2025-04-30,bitfinex,-11827.60096
2025-04-30,okx,41080.66860161
2025-05-01,binance,-22605.43885436
2025-05-01,bitfinex,-7668.24512601
2025-05-02,binance,-23770.62106012
2025-05-02,bitfinex,-11377.66054
2025-05-03,binance,-23421.48781109
2025-05-03,bitfinex,-10606.71647
2025-05-03,okx,41431.66860161
2025-05-04,binance,-24330.33371689
2025-05-04,bitfinex,-9337.63403
2025-05-05,binance,-22723.32432658
2025-05-05,bitfinex,-6099.41959
2025-05-06,binance,-22106.14841367
